date, pm25, pm10, o3, no2, so2, co
2017/3/31, 91, 27, 41, 11, 4, 9
2016/10/1, 55, 19, 14, 8, 4, 7
2016/10/2, 36, 27, 25, 8, 3, 7
2016/10/3, 51, 43, 26, 9, 4, 8
2016/10/4, 76, 33, 18, 13, 3, 9
2016/10/5, 77, 37, 22, 13, 4, 8
2016/10/6, 66, 40, 20, 11, 4, 7
2016/10/7, 71, 28, 15, 11, 3, 8
2016/10/8, 64, 17, 14, 10, 3, 8
2016/10/9, 39, 24, 18, 10, 5, 7
2016/10/10, 55, 15, 11, 10, 6, 6
2016/10/11, 43, 24, 10, 14, 5, 7
2016/10/12, 49, 27, 20, 12, 4, 8
2016/10/13, 50, 41, 27, 12, 4, 8
2016/10/14, 71, 54, 34, 15, 4, 8
2016/10/15, 94, 58, 28, 17, 6, 8
2016/10/16, 94, 50, 19, 14, 7, 7
2016/10/17, 76, 27, 11, 12, 6, 6
2016/10/18, 58, 30, 19, 10, 7, 6
2016/10/19, 54, 46, 25, 14, 8, 7
2016/10/20, 64, 23, 13, 7, 7, 5
2016/10/21, 53, 40, 27, 8, 3, 7
2016/10/22, 58, 37, 31, 10, 4, 7
2016/10/23, 73, 36, 29, 13, 5, 7
2016/10/24, 70, 46, 35, 14, 4, 7
2016/10/25, 89, 56, 32, 14, 5, 6
2016/10/26, 100, 62, 32, 15, 5, 7
2016/10/27, 115, 57, 42, 16, 6, 7
2016/10/28, 105, 42, 17, 13, 7, 7
2016/10/29, 81, 35, 13, 12, 5, 8
2016/10/30, 64, 42, 31, 10, 5, 7
2016/10/31, 74, 29, 25, 9, 4, 6
2016/11/1, 56, 29, 20, 9, 4, 7
2016/11/2, 58, 36, 20, 11, 4, 6
2016/11/3, 66, 62, 36, 17, 5, 7
2016/11/4, 100, 76, 41, 25, 6, 8
2016/11/5, 132, 75, 51, 20, 6, 8
2016/11/6, 144, 69, 33, 21, 6, 8
2016/11/7, 132, 50, 19, 14, 5, 9
2016/11/8, 104, 26, 13, 10, 4, 9
2016/11/9, 56, 12, 15, 8, , 6
2016/11/10, 31, 29, 20, 12, 5, 7
2016/11/11, 59, 54, 28, 20, 6, 9
2016/11/12, 88, 66, 35, 22, 6, 10
2016/11/13, 116, 68, 35, 22, 5, 10
2016/11/14, 133, 70, 17, 22, 9, 9
2016/11/15, 132, 75, 30, 19, 5, 10
2016/11/16, 156, 66, 37, 16, 6, 9
2016/11/17, 147, 71, 27, 18, 6, 10
2016/11/18, 146, 73, 14, 21, 9, 10
2016/11/19, 137, 43, 14, 16, 7, 8
2016/11/20, 86, 16, 15, 11, 6, 7
2016/11/21, 41, 19, 12, 11, 5, 7
2016/11/22, 47, 14, 12, 9, 4, 8
2016/11/23, 33, 16, 7, 10, 4, 9
2016/11/24, 30, 21, 3, 10, 4, 10
2016/11/25, 48, 19, 6, 9, 4, 9
2016/11/26, 36, 21, 14, 13, 5, 9
2016/11/27, 41, 39, 20, 15, 8, 9
2016/11/28, 74, 63, 25, 20, 9, 9
2016/11/29, 106, 65, 24, 17, 7, 9
2016/11/30, 128, 68, 29, 20, 5, 11
2016/12/1, 144, 61, 21, 19, 6, 11
2016/12/2, 132, 57, 16, 19, 6, 10
2016/12/3, 124, 68, 15, 22, 6, 12
2016/12/4, 135, 62, 27, 16, 7, 11
2016/12/5, 129, 61, 28, 19, 6, 9
2016/12/6, 124, 80, 34, 24, 7, 12
2016/12/7, 160, 77, 32, 25, 6, 12
2016/12/8, 160, 73, 25, 25, 7, 12
2016/12/9, 150, 68, 28, 25, 8, 10
2016/12/10, 124, 59, 31, 22, 6, 9
2016/12/11, 121, 64, 26, 24, 5, 10
2016/12/12, 118, 61, 24, 19, 4, 10
2016/12/13, 123, 37, 26, 14, 2, 8
2016/12/14, 84, 32, 16, 15, 2, 9
2016/12/15, 73, 54, 29, 20, 3, 8
2016/12/16, 111, 62, 22, 23, 7, 7
2016/12/17, 114, 60, 30, 22, 15, 7
2016/12/18, 108, 66, 35, 25, 6, 9
2016/12/19, 115, 74, 26, 31, 9, 9
2016/12/20, 134, 76, 18, 26, 5, 10
2016/12/21, 150, 32, 23, 15, 2, 11
2016/12/22, 85, 54, 30, 21, 6, 13
2016/12/23, 109, 45, 27, 16, 6, 8
2016/12/24, 88, 39, 26, 12, 4, 8
2016/12/25, 82, 52, 30, 16, 4, 9
2016/12/26, 98, 28, 23, 8, 3, 8
2016/12/27, 48, 45, 23, 16, 4, 9
2016/12/28, 90, 52, 34, 17, 5, 9
2016/12/29, 105, 58, 28, 21, 4, 10
2016/12/30, 117, 69, 25, 24, 8, 10
2016/12/31, 138, , , , , 
2016/7/1, 49, 39, 24, 9, 4, 6
2016/7/2, 52, 35, 21, 10, 4, 7
2016/7/3, 50, 33, 28, 7, 5, 6
2016/7/4, 51, 29, 20, 8, 6, 6
2016/7/5, 47, 29, 32, 8, 7, 6
2016/7/6, 58, 40, 38, 11, 6, 7
2016/7/7, 74, 47, 28, 12, 4, 7
2016/7/8, 90, 40, 20, 9, 8, 6
2016/7/9, 75, 22, 24, 7, 4, 6
2016/7/10, 56, 15, 18, 7, 4, 7
2016/7/11, 43, 24, 27, 8, 4, 7
2016/7/12, 53, 28, 22, 10, 5, 7
2016/7/13, 49, 31, 20, 9, 6, 8
2016/7/14, 59, 37, 25, 8, 5, 7
2016/7/15, 60, 34, 29, 7, 4, 7
2016/7/16, 66, 38, 29, 8, 5, 8
2016/7/17, 79, 38, 27, 11, 8, 7
2016/7/18, 63, 35, 16, 9, 3, 7
2016/7/19, 66, 28, 20, 7, 2, 7
2016/7/20, 50, 28, 23, 8, 2, 7
2016/7/21, 48, 35, 38, 8, 2, 8
2016/7/22, 70, 48, 67, 13, 3, 9
2016/7/23, 95, 62, 74, 15, 5, 10
2016/7/24, 126, 63, 66, 14, 5, 10
2016/7/25, 138, 52, 41, 12, 5, 7
2016/7/26, 100, 40, 24, 8, 3, 6
2016/7/27, 74, 31, 36, 6, 2, 5
2016/7/28, 60, 44, 38, 10, 4, 7
2016/7/29, 85, 47, 42, 9, 5, 7
2016/7/30, 93, 45, 40, 8, 6, 7
2016/7/31, 85, 34, 20, 7, 5, 7
2016/8/1, 63, 13, 24, 3, 2, 6
2016/8/2, 36, 18, 17, 6, 3, 7
2016/8/3, 45, 28, 25, 6, 3, 7
2016/8/4, 61, 26, 18, 7, 3, 6
2016/8/5, 56, 34, 27, 8, 3, 5
2016/8/6, 59, 37, 33, 9, 5, 5
2016/8/7, 72, 33, 36, 8, 4, 6
2016/8/8, 71, 29, 26, 7, 3, 5
2016/8/9, 62, 23, 20, 7, 4, 5
2016/8/10, 58, 42, 27, 9, 4, 6
2016/8/11, 77, 23, 8, 6, 3, 5
2016/8/12, 46, 31, , 8, 5, 6
2016/8/13, 64, 14, , 7, 4, 5
2016/8/14, 34, 16, 20, 5, 3, 5
2016/8/15, 37, 16, 21, 5, 3, 5
2016/8/16, 32, 13, 16, 5, 3, 5
2016/8/17, 19, 16, 19, 5, 4, 5
2016/8/18, 28, 27, 20, 7, 4, 5
2016/8/19, 45, 36, 17, 9, 5, 6
2016/8/20, 60, 32, 32, 8, 4, 6
2016/8/21, 53, 52, 33, 11, 4, 7
2016/8/22, 89, 61, 50, 12, 4, 8
2016/8/23, 111, 58, 46, 10, 3, 7
2016/8/24, 108, 63, 45, 12, 3, 8
2016/8/25, 118, 48, 32, 11, 2, 8
2016/8/26, 88, 25, 36, 7, 2, 8
2016/8/27, 57, 38, 31, 8, 3, 9
2016/8/28, 71, 48, 36, 8, 3, 9
2016/8/29, 101, 50, 44, 9, 2, 9
2016/8/30, 101, 64, 47, 13, 4, 9
2016/8/31, 129, 60, 26, 15, 4, 9
2016/9/1, 123, 41, 19, 13, 3, 7
2016/9/2, 69, 32, 30, 7, 3, 6
2016/9/3, 50, 48, 39, 9, 4, 7
2016/9/4, 100, 48, 32, 10, 5, 7
2016/9/5, 88, 32, 27, 8, 4, 6
2016/9/6, 69, 26, 23, 8, 3, 6
2016/9/7, 55, 40, 38, 7, 2, 6
2016/9/8, 71, 43, 20, 10, 5, 7
2016/9/9, 80, 33, 16, 11, 4, 6
2016/9/10, 55, 26, 18, 7, 5, 6
2016/9/11, 51, 36, 28, 11, 4, 8
2016/9/12, 49, 35, 34, 12, 4, 8
2016/9/13, 59, 37, 19, 10, 4, 8
2016/9/14, 60, 24, 21, 5, 3, 6
2016/9/15, 58, 37, 23, 8, 3, 8
2016/9/16, 63, 30, 25, 9, 3, 7
2016/9/17, 58, 37, 26, 10, 3, 7
2016/9/18, 60, 49, 40, 12, 4, 7
2016/9/19, 83, 58, 48, 16, 7, 8
2016/9/20, 110, 59, 56, 15, 6, 8
2016/9/21, 114, 58, 36, 14, 6, 8
2016/9/22, 108, 64, 27, 13, 3, 9
2016/9/23, 112, 58, 53, 13, 5, 9
2016/9/24, 110, 66, 57, 15, 4, 9
2016/9/25, 136, 68, 64, 16, 4, 10
2016/9/26, 142, 63, 37, 14, 4, 7
2016/9/27, 108, 38, 33, 6, 3, 6
2016/9/28, 79, 13, 18, 6, 3, 7
2016/9/29, 28, 33, 6, 14, 3, 11
2016/9/30, 68, 24, 19, 8, 3, 7
2016/4/1, 150, 82, 43, 19, 4, 11
2016/4/2, 162, 67, 20, 18, 4, 10
2016/4/3, 129, 42, 26, 12, 5, 8
2016/4/4, 79, 44, 38, 11, 5, 9
2016/4/5, 104, 48, 33, 12, 4, 8
2016/4/6, 94, 50, 22, 13, 4, 7
2016/4/7, 80, 48, 25, 12, 4, 7
2016/4/8, 86, 48, 20, 14, 5, 8
2016/4/9, 87, 29, 38, 11, 4, 8
2016/4/10, 66, 27, 23, 11, 4, 8
2016/4/11, 58, 29, 28, 12, 4, 9
2016/4/12, 68, 22, 41, 11, 4, 10
2016/4/13, 59, 44, 20, 17, 5, 12
2016/4/14, 89, 28, 22, 16, 3, 12
2016/4/15, 66, 34, 16, 15, 4, 11
2016/4/16, 71, 58, 15, 15, 5, 10
2016/4/17, 121, 19, 44, 9, 4, 9
2016/4/18, 43, 38, 31, 13, 4, 10
2016/4/19, 83, 48, 27, 15, 4, 10
2016/4/20, 100, 44, 32, 13, 4, 8
2016/4/21, 86, 44, 29, 14, 4, 7
2016/4/22, 72, 41, 18, 16, 4, 8
2016/4/23, 72, 28, 35, 9, 4, 7
2016/4/24, 63, 35, 33, 10, 4, 8
2016/4/25, 73, 35, 29, 9, 4, 8
2016/4/26, 80, 30, 35, 9, 4, 8
2016/4/27, 56, 49, 52, 13, 6, 10
2016/4/28, 91, 66, 58, 15, 7, 10
2016/4/29, 138, 50, 44, 11, 5, 9
2016/4/30, 124, 18, 34, 9, 4, 9
2016/5/1, 42, 41, 25, 11, 4, 9
2016/5/2, 74, 33, 19, 11, 4, 9
2016/5/3, 67, 48, 40, 14, 7, 7
2016/5/4, 82, 48, 24, 12, 5, 6
2016/5/5, 97, 46, 30, 10, 4, 6
2016/5/6, 78, 40, 30, 12, 5, 6
2016/5/7, 65, 45, 26, 13, 4, 7
2016/5/8, 85, 49, 24, 15, 5, 7
2016/5/9, 87, 39, 20, 13, 4, 8
2016/5/10, 64, 33, 34, 11, 5, 9
2016/5/11, 71, 55, 46, 16, 5, 9
2016/5/12, 101, 58, 53, 13, 7, 8
2016/5/13, 112, 60, 39, 13, 5, 7
2016/5/14, 111, 55, 28, 12, 4, 7
2016/5/15, 83, 35, 39, 7, 4, 7
2016/5/16, 49, 37, 35, 10, 5, 8
2016/5/17, 78, 62, 45, 17, 6, 10
2016/5/18, 131, 73, 60, 19, 6, 11
2016/5/19, 146, 61, 27, 17, 4, 9
2016/5/20, 124, 31, 23, 9, 4, 7
2016/5/21, 80, 20, 22, 9, 2, 8
2016/5/22, 39, 44, 33, 12, 3, 9
2016/5/23, 71, 48, 38, 12, 2, 8
2016/5/24, 80, 52, 29, 15, 2, 8
2016/5/25, 110, 49, 30, 13, 2, 8
2016/5/26, 93, 22, 23, 10, 3, 7
2016/5/27, 47, 26, 22, 10, 2, 8
2016/5/28, 52, 30, 23, 7, 3, 5
2016/5/29, 47, 41, 29, 9, 5, 6
2016/5/30, 66, 39, 24, 9, 2, 5
2016/5/31, 62, 43, 31, 9, 2, 5
2016/6/1, 69, 52, 36, 10, 2, 5
2016/6/2, 76, 50, 32, 12, 2, 6
2016/6/3, 74, 40, 33, 11, 3, 6
2016/6/4, 56, 24, 19, 10, 3, 7
2016/6/5, 54, 21, 27, 7, 3, 7
2016/6/6, 48, 41, 50, 10, 4, 8
2016/6/7, 71, 49, 40, 10, 3, 8
2016/6/8, 92, 26, 32, 4, 4, 7
2016/6/9, 59, 27, 24, 7, 4, 7
2016/6/10, 56, 26, 26, 8, 3, 7
2016/6/11, 44, 17, 21, 6, 2, 6
2016/6/12, 34, 23, 25, 6, 2, 5
2016/6/13, 47, 38, 16, 8, , 6
2016/6/14, 64, 32, 24, 7, 2, 5
2016/6/15, 63, 24, 29, 7, 2, 5
2016/6/16, 45, 28, 22, 10, 3, 6
2016/6/17, 57, 36, 23, 13, 3, 8
2016/6/18, 69, 38, 26, 9, 3, 6
2016/6/19, 61, 37, 26, 7, 4, 5
2016/6/20, 54, 54, 21, 9, 3, 5
2016/6/21, 56, 42, 26, 8, 4, 5
2016/6/22, 53, 39, 40, 9, 4, 5
2016/6/23, 63, 40, 30, 9, 4, 5
2016/6/24, 61, 47, 31, 9, 4, 6
2016/6/25, 71, 35, 29, 7, 4, 5
2016/6/26, 57, 45, 31, 9, 4, 6
2016/6/27, 73, 21, 17, 5, 4, 5
2016/6/28, 38, 26, 18, 8, 4, 6
2016/6/29, 46, 35, 18, 9, 4, 7
2016/6/30, 52, 34, 21, 8, 5, 6
2016/1/4, 121, 23, 19, 8, 4, 8
2016/1/5, 56, 20, 27, 8, 3, 8
2016/1/6, 50, 36, 19, 11, 3, 9
2016/1/7, 94, 30, 26, 10, 3, 8
2016/1/8, 66, 48, 10, 16, 4, 9
2016/1/9, 105, 55, 17, 14, 4, 8
2016/1/10, 139, 14, 16, 10, 3, 8
2016/1/11, 32, 30, 11, 10, 2, 10
2016/1/12, 75, 38, 16, 13, 3, 9
2016/1/13, 87, 43, 18, 14, 3, 9
2016/1/14, 99, 22, 5, 12, 2, 10
2016/1/15, 57, 35, 17, 11, 4, 10
2016/1/16, 85, 24, 17, 9, 2, 10
2016/1/17, 61, 37, 17, 11, 3, 10
2016/1/18, 85, 52, 30, 16, 4, 11
2016/1/19, 113, 44, 17, 12, 3, 10
2016/1/20, 124, 11, 15, 8, 3, 11
2016/1/21, 23, 17, 3, 8, 2, 11
2016/1/22, 55, 36, 24, 6, 3, 9
2016/1/23, 94, 45, 29, 5, 3, 7
2016/1/24, 76, 50, 27, 9, 3, 7
2016/1/25, 57, 54, 12, 20, 4, 6
2016/1/26, 104, 26, 9, 13, 2, 7
2016/1/27, 67, 32, 13, 16, 3, 9
2016/1/28, 67, 19, 15, 14, 2, 7
2016/1/29, 51, 20, 12, 11, 3, 8
2016/1/30, 49, 27, 17, 10, 2, 7
2016/1/31, 73, 6, 13, 8, , 8
2016/2/1, 20, 20, 11, 7, 2, 9
2016/2/2, 50, 45, 9, 10, 2, 10
2016/2/3, 104, 39, 24, 8, 2, 10
2016/2/4, 93, 21, 22, 6, 2, 7
2016/2/5, 59, 52, 46, 8, 5, 7
2016/2/6, 123, 57, 41, 9, 6, 7
2016/2/7, 126, 80, 35, 8, 8, 5
2016/2/8, 154, 48, 38, 9, 3, 5
2016/2/9, 113, 49, 25, 9, 3, 6
2016/2/10, 113, 41, 32, 8, 3, 7
2016/2/11, 91, 31, 25, 8, 3, 7
2016/2/12, 75, 38, 26, 13, 3, 11
2016/2/13, 95, 26, 26, 8, 2, 10
2016/2/14, 64, 19, 21, 5, 2, 6
2016/2/15, 61, 32, 26, 8, 2, 5
2016/2/16, 78, 43, 17, 11, 3, 6
2016/2/17, 104, 46, 31, 10, 3, 6
2016/2/18, 112, 57, 15, 13, 3, 8
2016/2/19, 127, 47, 38, 12, 4, 13
2016/2/20, 104, 63, 24, 14, 4, 8
2016/2/21, 146, 62, 12, 17, 3, 9
2016/2/22, 124, 16, 14, 10, 3, 8
2016/2/23, 44, 14, 13, 10, 3, 8
2016/2/24, 42, 35, 19, 12, 4, 7
2016/2/25, 76, 38, 14, 13, 3, 7
2016/2/26, 90, 26, 23, 12, 3, 7
2016/2/27, 61, 39, 23, 14, 3, 8
2016/2/28, 80, 70, 36, 16, 4, 8
2016/2/29, 116, 85, 45, 17, 6, 8
2016/3/1, 152, 92, 53, 20, 5, 10
2016/3/2, 163, 83, 44, 23, 5, 9
2016/3/3, 140, 68, 34, 21, 5, 9
2016/3/4, 131, 96, 18, 24, 5, 10
2016/3/5, 160, 61, 33, 14, 5, 7
2016/3/6, 132, 70, 32, 16, 4, 7
2016/3/7, 140, 60, 20, 18, 3, 9
2016/3/8, 134, 42, 10, 13, 4, 9
2016/3/9, 94, 5, 18, 9, 3, 6
2016/3/10, 12, 27, 18, 9, 3, 6
2016/3/11, 57, 28, 15, 11, 4, 7
2016/3/12, 72, 27, 12, 16, 4, 9
2016/3/13, 69, 20, 12, 10, 3, 7
2016/3/14, 51, 41, 29, 11, 4, 7
2016/3/15, 89, 43, 21, 11, 4, 7
2016/3/16, 98, 34, 18, 15, 4, 11
2016/3/17, 70, 45, 3, 26, 4, 19
2016/3/18, 112, 41, 15, 21, 4, 23
2016/3/19, 104, 15, 35, 10, 3, 8
2016/3/20, 37, 15, 29, 10, 3, 8
2016/3/21, 34, 17, 29, 9, 3, 8
2016/3/22, 46, 16, 21, 11, 3, 9
2016/3/23, 45, 15, 23, 8, 3, 7
2016/3/24, 48, 38, 40, 11, 4, 7
2016/3/25, 79, 42, 49, 13, 5, 6
2016/3/26, 82, 55, 50, 13, 6, 7
2016/3/27, 108, 61, 60, 19, 6, 7
2016/3/28, 128, 74, 31, 26, 8, 9
2016/3/29, 159, 92, 26, 34, 8, 12
2016/3/30, 165, 66, 42, 17, 4, 9
2016/3/31, 134, 69, 52, 18, 6, 10
2015/10/1, 120, 33, 19, 9, 4, 9
2015/10/2, 79, 31, 28, 5, 5, 8
2015/10/3, 71, 23, 21, 4, 5, 7
2015/10/4, 59, 27, , 5, 4, 7
2015/10/5, 57, 44, , 10, 6, 8
2015/10/6, 86, 49, , 9, 5, 8
2015/10/7, 103, 29, 21, 9, 4, 9
2015/10/8, 68, 24, 19, 9, 4, 9
2015/10/9, 64, 26, 16, 11, 4, 8
2015/10/10, 63, 30, 27, 9, 4, 9
2015/10/11, 64, 41, 40, 10, 7, 7
2015/10/12, 87, 53, 38, 13, 9, 8
2015/10/13, 125, 73, 46, 15, 8, 9
2015/10/14, 152, 72, 51, 20, 6, 10
2015/10/15, 147, 70, 44, 18, 10, 10
2015/10/16, 143, 60, 44, 18, 10, 9
2015/10/17, 131, 57, 51, 16, 11, 9
2015/10/18, 125, 59, 37, 16, 10, 10
2015/10/19, 128, 57, 46, 16, 5, 10
2015/10/20, 124, 49, 27, 16, 7, 7
2015/10/21, 99, 49, 37, 14, 8, 7
2015/10/22, 104, 57, 40, 17, 7, 8
2015/10/23, 113, 58, 37, 17, 5, 7
2015/10/24, 119, 67, 30, 18, 6, 8
2015/10/25, 133, 65, 47, 14, 5, 8
2015/10/26, 143, 80, 45, 17, 6, 8
2015/10/27, 153, 81, 20, 19, 5, 10
2015/10/28, 162, 64, 3, 14, 5, 9
2015/10/29, 141, 61, , 13, 5, 9
2015/10/30, 122, 20, 6, 8, 4, 10
2015/10/31, 57, 13, 10, 7, 3, 8
2015/11/1, 24, 38, 23, 11, 4, 7
2015/11/2, 79, 55, 26, 14, 8, 8
2015/11/3, 111, 54, 28, 12, 10, 8
2015/11/4, 115, 57, 25, 14, 8, 9
2015/11/5, 116, 62, 33, 17, 6, 9
2015/11/6, 124, 69, 31, 19, 6, 9
2015/11/7, 127, 66, 25, 14, 6, 8
2015/11/8, 117, 51, 14, 13, 6, 9
2015/11/9, 89, 41, 11, 10, 4, 11
2015/11/10, 98, 44, 22, 11, 5, 11
2015/11/11, 103, 50, 23, 12, 7, 10
2015/11/12, 108, 43, 7, 10, 5, 11
2015/11/13, 85, 36, 14, 11, 5, 10
2015/11/14, 71, 71, 14, 16, 7, 9
2015/11/15, 131, 73, 28, 17, 6, 9
2015/11/16, 127, 78, 28, 17, 6, 10
2015/11/17, 131, 82, 28, 15, 7, 8
2015/11/18, 120, 64, 26, 14, 8, 8
2015/11/19, 132, 67, 23, 14, 6, 9
2015/11/20, 142, 64, 22, 13, 7, 9
2015/11/21, 148, 52, 23, 11, 6, 9
2015/11/22, 105, 44, 24, 9, 5, 9
2015/11/23, 84, 47, 30, 13, 6, 9
2015/11/24, 97, 36, 20, 9, 4, 9
2015/11/25, 63, 27, 30, 6, 5, 7
2015/11/26, 52, 48, 27, 14, 7, 7
2015/11/27, 90, 57, 32, 16, 7, 7
2015/11/28, 118, 67, 26, 22, 6, 8
2015/11/29, 144, 53, 21, 15, 5, 7
2015/11/30, 114, 51, 27, 14, 6, 7
2015/12/1, 122, 53, 26, 14, 5, 8
2015/12/2, 118, 27, 14, 10, 4, 9
2015/12/3, 53, 30, 10, 10, 9, 8
2015/12/4, 70, 37, 11, 10, 7, 7
2015/12/5, 73, 10, 14, 6, 4, 6
2015/12/6, 18, 27, 12, 9, 4, 7
2015/12/7, 62, 40, 10, 10, 4, 8
2015/12/8, 90, 18, 7, 12, 2, 8
2015/12/9, 45, 18, 13, 9, 3, 8
2015/12/10, 40, 25, 12, 8, 3, 8
2015/12/11, 65, 41, 20, 13, 3, 9
2015/12/12, 93, 56, 19, 15, 4, 10
2015/12/13, 122, 25, 10, 9, 3, 11
2015/12/14, 47, 50, 17, 8, 3, 9
2015/12/15, 111, 63, 33, 10, 7, 9
2015/12/16, 127, 46, 30, 12, 5, 6
2015/12/17, 72, 50, 21, 19, 5, 7
2015/12/18, 96, 57, 23, 17, 5, 7
2015/12/19, 117, 66, 5, 20, 6, 10
2015/12/20, 156, 66, 7, 17, 3, 11
2015/12/21, 153, 66, 10, 18, 4, 16
2015/12/22, 146, 58, 17, 17, 4, 18
2015/12/23, 123, 60, 7, 16, 5, 13
2015/12/24, 121, 17, 21, 8, 2, 13
2015/12/25, 43, 33, 11, 14, 3, 13
2015/12/26, 86, 22, 9, 12, 3, 13
2015/12/27, 48, 29, 14, 8, 3, 12
2015/12/28, 74, 50, 21, 13, 4, 11
2015/12/29, 113, 61, 12, 12, 4, 11
2015/12/30, 141, 56, 16, 14, 4, 11
2015/12/31, 127, , , , , 
2015/7/1, 80, 52, 32, 5, 1, 6
2015/7/2, 96, 45, 33, 6, 1, 6
2015/7/3, 85, 50, 35, 6, 2, 6
2015/7/4, 88, 44, 28, 6, 1, 7
2015/7/5, 89, 22, 31, 4, 1, 7
2015/7/6, 57, 23, 27, 4, , 6
2015/7/7, 62, 28, 27, 5, , 6
2015/7/8, 68, 25, 20, 5, 1, 7
2015/7/9, 59, 29, 29, 5, 3, 6
2015/7/10, 67, 47, 32, 6, 2, 7
2015/7/11, 98, 51, 31, 7, 2, 7
2015/7/12, 103, 52, 59, 9, 4, 7
2015/7/13, 95, 59, 57, 9, 4, 7
2015/7/14, 127, 62, 48, 9, 3, 9
2015/7/15, 122, 57, 43, 7, 2, 9
2015/7/16, 116, 63, 44, 8, 2, 8
2015/7/17, 142, 53, 33, 7, 3, 5
2015/7/18, 107, 46, 39, 6, 3, 6
2015/7/19, 98, 16, 20, 7, 4, 7
2015/7/20, 47, 17, 30, 5, 1, 5
2015/7/21, 41, 17, 24, 4, 1, 5
2015/7/22, 38, 27, 17, 7, 1, 6
2015/7/23, 55, 31, 18, 6, 3, 6
2015/7/24, 46, 35, 21, 7, 1, 7
2015/7/25, 61, 34, 23, 6, 2, 6
2015/7/26, 62, 43, 25, 7, 3, 7
2015/7/27, 77, 44, 22, 7, 4, 6
2015/7/28, 68, 33, 23, 6, 7, 4
2015/7/29, 51, 42, 28, 7, 5, 6
2015/7/30, 80, 44, 29, 6, 4, 5
2015/7/31, 95, 38, 30, 7, 4, 5
2015/8/1, 80, 50, 46, 9, 4, 6
2015/8/2, 92, 45, 37, 9, 5, 5
2015/8/3, 81, 47, 10, 8, 4, 6
2015/8/4, 85, 53, 70, 6, 3, 7
2015/8/5, 105, 56, 75, 8, 5, 8
2015/8/6, 126, 56, 47, 8, 4, 8
2015/8/7, 113, 30, 23, 7, 4, 7
2015/8/8, 55, 23, 23, 4, 2, 8
2015/8/9, 54, 34, 36, 8, 2, 6
2015/8/10, 79, 35, 23, 6, 3, 5
2015/8/11, 68, 36, 26, 7, 4, 5
2015/8/12, 62, 35, 28, 7, 2, 6
2015/8/13, 58, 24, 24, 6, 3, 6
2015/8/14, 51, 20, 22, 5, 2, 6
2015/8/15, 41, 18, 19, 7, 2, 7
2015/8/16, 41, 33, 29, 8, 3, 7
2015/8/17, 66, 37, 34, 7, 4, 7
2015/8/18, 82, 38, 31, 7, 6, 8
2015/8/19, 69, 34, 55, 6, 3, 8
2015/8/20, 74, 32, 31, 6, 2, 8
2015/8/21, 71, 40, 31, 6, 2, 9
2015/8/22, 88, 41, 28, 7, 2, 9
2015/8/23, 89, 49, 34, 8, 3, 7
2015/8/24, 102, 58, 30, 10, 3, 8
2015/8/25, 124, 63, 61, 11, 5, 8
2015/8/26, 132, 50, 52, 7, 4, 7
2015/8/27, 108, 32, 30, 6, 3, 8
2015/8/28, 78, 30, 36, 6, 3, 7
2015/8/29, 67, 26, 28, 7, 2, 8
2015/8/30, 61, 16, 29, 5, 4, 7
2015/8/31, 41, 19, 19, 7, 3, 8
2015/9/1, 43, 24, 21, 7, 5, 9
2015/9/2, 55, 29, 20, 7, 3, 9
2015/9/3, 68, 34, 29, 6, 3, 9
2015/9/4, 70, 37, 28, 6, 2, 8
2015/9/5, 69, 37, 32, 6, 3, 9
2015/9/6, 84, 23, 30, 7, 3, 9
2015/9/7, 55, 44, 51, 9, 4, 9
2015/9/8, 98, 55, 48, 11, 4, 8
2015/9/9, 117, 47, 28, 8, 3, 8
2015/9/10, 107, 51, 36, 7, 4, 7
2015/9/11, 107, 50, 47, 8, 5, 8
2015/9/12, 122, 60, 41, 9, 4, 8
2015/9/13, 148, 52, 41, 11, 6, 9
2015/9/14, 118, 53, 45, 10, 7, 8
2015/9/15, 107, 53, 35, 12, 6, 8
2015/9/16, 120, 51, 52, 12, 7, 8
2015/9/17, 103, 60, 50, 13, 4, 9
2015/9/18, 131, 63, 44, 10, 4, 9
2015/9/19, 150, 51, 26, 11, 5, 9
2015/9/20, 128, 26, 24, 9, 4, 9
2015/9/21, 62, 39, 27, 9, 4, 9
2015/9/22, 82, 40, 28, 8, 3, 8
2015/9/23, 84, 46, 43, 8, 3, 8
2015/9/24, 98, 55, 53, 11, 6, 9
2015/9/25, 122, 32, 28, 9, 4, 11
2015/9/26, 75, 33, 28, 6, 3, 10
2015/9/27, 84, 43, 40, 8, 4, 10
2015/9/28, 104, 51, 34, 6, 5, 7
2015/9/29, 118, 38, 44, 11, 5, 10
2015/9/30, 96, 52, 31, 10, 4, 9
2015/4/1, 103, 41, 24, 7, 3, 5
2015/4/2, 84, 47, 31, 8, 3, 6
2015/4/3, 100, 58, 46, 9, 4, 7
2015/4/4, 129, 99, 54, 11, 7, 9
2015/4/5, 189, 64, 35, 8, 4, 5
2015/4/6, 136, 40, 19, 7, 3, 6
2015/4/7, 95, 15, 11, 8, 2, 6
2015/4/8, 48, 29, 6, 9, 2, 7
2015/4/9, 72, 16, 5, 7, 2, 6
2015/4/10, 41, 22, 4, 10, 2, 7
2015/4/11, 57, 29, 26, 10, 2, 7
2015/4/12, 67, 65, 46, 10, 4, 6
